rental_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough,photo_url
5736,3483,1.0,1,735,9,4.0,87,0,0,0,0,0,0,0,0,Midtown East,Manhattan,/photos/buildings/5646114072395041528.jpg
1904,2900,2.0,1,1250,2,2.0,96,0,0,0,0,0,0,0,0,Washington Heights,Manhattan,/photos/buildings/3221584231017118251.jpg
2376,4600,1.0,1,890,2,8.0,10,0,0,1,1,1,1,0,0,Midtown East,Manhattan,/photos/flat_plans/4674656211925031508.jpg
10520,1695,1.0,1,750,1,4.0,87,1,1,0,0,0,0,0,0,Central Harlem,Manhattan,/photos/entrance/438.jpg
7224,2700,0.0,1,542,6,22.0,28,0,0,0,1,1,1,0,0,Midtown East,Manhattan,/photos/buildings/5225644613888933682.jpg
1380,11750,4.0,3,3100,2,11.0,111,1,0,0,0,0,0,0,0,Midtown,Manhattan,/photos/flat_plans/2239928997537368303.jpg
6843,5080,1.0,1,850,2,26.0,42,1,0,1,0,0,1,1,0,Upper West Side,Manhattan,/photos/flat_plans/1863885127471944048.jpg
1554,4890,1.0,1,815,43,7.0,8,1,0,0,0,1,0,0,0,Upper West Side,Manhattan,/photos/flat_plans/7146500753243605108.jpg
6566,3800,1.0,1,750,13,21.0,9,1,0,0,1,1,0,0,1,Midtown West,Manhattan,/photos/windows/1157.jpg
3068,5200,3.0,2,2000,5,4.0,106,0,0,0,0,0,1,0,0,Central Harlem,Manhattan,/photos/entrance/1026.jpg
3515,2800,0.0,1,450,4,5.0,43,1,0,0,0,0,0,0,0,Financial District,Manhattan,/photos/interior/8587713253611657840.jpg
1645,6000,2.0,2,1200,9,4.0,105,0,0,1,0,0,0,0,0,Midtown West,Manhattan,/photos/entrance/289.jpg
2704,2100,0.0,1,400,5,2.0,101,0,0,0,0,0,0,0,0,Upper West Side,Manhattan,/photos/interior/6207941932187856168.jpg
3187,2300,1.0,1,500,6,3.0,96,0,0,0,0,0,0,0,0,Chinatown,Manhattan,/photos/flat_plans/7344418750226886039.jpg
6882,16750,3.0,3,2850,1,27.0,102,0,0,0,0,0,0,0,0,Financial District,Manhattan,/photos/interior/6842888841811586967.jpg
5974,6400,2.0,1,1151,3,7.0,87,1,0,0,0,0,0,0,0,Upper East Side,Manhattan,/photos/buildings/612698710011270463.jpg
8071,5595,2.0,2,1170,4,28.0,85,1,1,1,1,1,1,0,1,Financial District,Manhattan,/photos/interior/2628811348464618946.jpg
6519,2800,0.0,1,466,5,4.0,10,0,0,0,0,1,0,0,0,Upper West Side,Manhattan,/photos/interior/5473404251699085291.jpg
9663,3219,0.0,1,533,4,17.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan,/photos/interior/9137274230397572977.jpg
1239,8500,2.0,2,1244,1,6.0,9,0,0,1,1,1,0,0,0,Soho,Manhattan,/photos/interior/2245477588859085375.jpg
2295,10000,2.0,2,1508,1,7.0,89,1,0,0,0,0,0,0,0,Upper East Side,Manhattan,/photos/buildings/1851286446815610407.jpg
3466,3775,1.0,1,600,0,2.0,56,1,0,0,0,0,0,0,0,Upper East Side,Manhattan,/photos/interior/4863208699814271315.jpg
11163,4350,1.0,1,880,7,14.0,16,0,0,0,1,0,0,0,0,Upper West Side,Manhattan,/photos/flat_plans/6034564904199439752.jpg
5852,3995,1.0,1,899,1,14.0,112,1,0,0,0,0,0,0,0,Financial District,Manhattan,/photos/flat_plans/7975013897127718431.jpg
3458,4995,2.0,2,1153,43,16.0,9,0,0,0,0,0,0,0,0,Roosevelt Island,Manhattan,/photos/flat_plans/5611389390064137568.jpg
4076,7195,5.0,2,2430,5,5.0,96,1,0,0,0,0,0,0,0,Upper West Side,Manhattan,/photos/buildings/2530832309775456078.jpg
500,7600,2.0,2,1500,5,9.0,2,0,0,0,0,0,0,0,0,Tribeca,Manhattan,/photos/interior/225173259057663562.jpg
960,2995,1.0,1,350,1,5.0,116,0,0,0,0,0,0,0,0,West Village,Manhattan,/photos/windows/214.jpg
6080,4490,1.0,1,620,4,29.0,16,1,0,0,0,0,0,0,0,Chelsea,Manhattan,/photos/interior/3263750247746777016.jpg
7072,3450,3.0,2,1800,2,5.0,101,1,0,0,0,0,0,0,0,Washington Heights,Manhattan,/photos/buildings/7889310563796971688.jpg
8996,3800,1.0,1,700,13,19.0,9,1,1,0,1,1,0,0,1,Midtown West,Manhattan,/photos/interior/5895071101908863940.jpg
11177,14662,4.0,3,1732,4,10.0,113,1,0,0,0,0,0,0,0,Upper West Side,Manhattan,/photos/entrance/422.jpg
2894,2575,0.0,1,490,3,8.0,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan,/photos/entrance/934.jpg
10706,3750,1.0,1,700,3,5.0,90,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan,/photos/entrance/160.jpg
8378,6695,2.0,2,1033,2,17.0,30,0,0,0,1,0,0,0,0,Flatiron,Manhattan,/photos/interior/530322637946965951.jpg
3842,5500,1.0,1,1165,5,22.0,37,1,0,0,0,0,0,0,0,Upper East Side,Manhattan,/photos/buildings/5207931778117379138.jpg
7418,5475,1.0,1,1094,2,38.0,30,0,1,1,1,1,1,0,1,Midtown,Manhattan,/photos/flat_plans/8561077475259619176.jpg
10549,4910,2.0,2,933,10,10.0,16,1,0,0,0,0,0,0,0,Midtown West,Manhattan,/photos/interior/1085149842793244958.jpg
10485,5150,1.0,1,695,3,18.0,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan,/photos/windows/251.jpg
2474,4950,1.0,1,1115,5,2.0,37,1,0,0,0,0,0,0,0,Upper East Side,Manhattan,/photos/interior/6077886468077552635.jpg
6356,5225,1.0,1,770,3,11.0,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan,/photos/interior/2050765759092109905.jpg
7024,13750,3.0,3,1920,43,8.0,8,1,0,0,0,0,0,0,0,Upper West Side,Manhattan,/photos/interior/2239460598601147840.jpg
292,4500,1.0,1,755,7,43.0,6,0,0,0,0,0,0,0,0,Midtown South,Manhattan,/photos/entrance/872.jpg
5416,2200,1.0,1,675,4,4.0,88,0,0,0,0,0,0,0,0,Washington Heights,Manhattan,/photos/flat_plans/1614540157536385074.jpg
7667,4000,1.0,1,840,10,40.0,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan,/photos/interior/225173259057663562.jpg
7220,4300,0.0,1,559,3,24.0,11,1,0,0,0,0,0,0,0,Flatiron,Manhattan,/photos/flat_plans/7187202311008694269.jpg
428,2750,1.0,1,730,5,3.0,9,0,0,0,0,0,0,0,0,East Harlem,Manhattan,/photos/buildings/6322710808943127984.jpg
5671,5120,2.0,2,1003,10,7.0,16,1,0,0,0,0,0,0,0,Midtown West,Manhattan,/photos/buildings/6536433401477097902.jpg
2409,5895,2.0,2,1200,2,18.0,13,1,0,0,0,0,0,0,0,Financial District,Manhattan,/photos/entrance/333.jpg
1935,11723,3.0,2,1540,1,8.0,89,1,0,0,0,0,0,0,0,Upper West Side,Manhattan,/photos/windows/951.jpg
6553,4270,1.0,1,630,2,12.0,13,0,0,0,0,0,0,0,0,Lower East Side,Manhattan,/photos/flat_plans/2152794408007415296.jpg
4977,2995,0.0,1,548,2,11.0,13,0,0,1,0,0,1,0,0,Financial District,Manhattan,/photos/flat_plans/4808265495214924199.jpg
7800,2150,1.0,1,687,4,2.0,96,0,0,0,0,0,0,0,0,Hamilton Heights,Manhattan,/photos/buildings/7290783717620400590.jpg
1122,3500,1.0,1,651,6,34.0,37,1,0,0,1,0,0,0,0,Midtown East,Manhattan,/photos/flat_plans/1952320812074277385.jpg
7889,2150,1.0,1,650,7,2.0,115,0,1,0,1,1,0,1,1,Midtown West,Manhattan,/photos/entrance/182.jpg
7731,2350,0.0,1,400,5,16.0,30,0,0,1,1,1,0,0,1,Midtown East,Manhattan,/photos/entrance/1089.jpg
9184,4499,2.0,1,837,6,14.0,37,0,0,0,1,1,1,0,1,Midtown East,Manhattan,/photos/flat_plans/8151318927390748347.jpg
8612,3815,1.0,1,665,8,23.0,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan,/photos/windows/554.jpg
2008,3200,2.0,1,850,7,3.0,60,0,1,0,1,1,1,1,1,Midtown East,Manhattan,/photos/entrance/81.jpg
11007,1625,1.0,1,560,6,2.0,96,1,0,0,0,0,0,0,0,Washington Heights,Manhattan,/photos/windows/604.jpg
3874,3500,1.0,1,722,12,32.0,32,0,0,0,0,0,0,0,0,Midtown East,Manhattan,/photos/entrance/866.jpg
9498,3495,1.0,1,686,10,34.0,29,1,0,0,0,0,0,0,0,Midtown West,Manhattan,/photos/buildings/7410214919154037174.jpg
5886,2025,0.0,1,350,3,4.0,90,0,0,0,0,0,0,0,0,Upper West Side,Manhattan,/photos/interior/9081459268908420826.jpg
1334,2700,3.0,1,750,2,1.0,112,1,0,0,0,0,0,0,0,Washington Heights,Manhattan,/photos/flat_plans/875613454365348237.jpg
5095,3550,1.0,1,748,6,9.0,10,0,1,0,0,0,1,1,0,Upper West Side,Manhattan,/photos/flat_plans/9066261308663404478.jpg
3698,6000,1.0,1,1500,2,2.0,151,0,0,0,0,0,0,0,0,Tribeca,Manhattan,/photos/interior/232061776741730751.jpg
2940,4750,2.0,2,917,3,4.0,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan,/photos/buildings/1042681092631082096.jpg
1751,2800,0.0,1,520,2,24.0,9,0,0,0,1,1,0,0,0,Midtown West,Manhattan,/photos/buildings/8119949312885835436.jpg
5128,5000,1.0,1,707,2,5.0,8,0,1,0,1,1,1,0,0,Chelsea,Manhattan,/photos/flat_plans/6824892132930953041.jpg
4967,3500,2.0,2,1050,5,4.0,96,0,0,1,0,0,1,0,0,Central Harlem,Manhattan,/photos/interior/8803975092858494083.jpg
3137,6800,2.0,2,1295,11,34.0,15,1,0,0,0,0,0,0,0,Upper East Side,Manhattan,/photos/windows/1156.jpg
5939,2775,0.0,1,500,3,22.0,30,1,0,0,0,0,0,0,0,Midtown,Manhattan,/photos/flat_plans/5973544586583961361.jpg
3037,7900,2.0,2,1160,2,9.0,75,1,0,0,0,0,0,0,0,Central Park South,Manhattan,/photos/flat_plans/3373101630247361904.jpg
4290,3995,1.0,1,800,3,5.0,27,0,0,0,0,1,0,0,0,Upper West Side,Manhattan,/photos/flat_plans/1837335380556332119.jpg
11237,9950,1.0,2,2050,3,4.0,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan,/photos/flat_plans/5525722828459861467.jpg
1510,3400,1.0,1,800,7,3.0,16,0,0,0,0,0,0,0,0,Upper West Side,Manhattan,/photos/interior/6953736841145073237.jpg
1225,3300,1.0,1,725,4,5.0,91,0,1,1,1,1,1,0,0,Upper West Side,Manhattan,/photos/flat_plans/8331354527643077601.jpg
9369,11000,2.0,2,3000,0,2.0,116,0,0,0,1,1,1,0,0,Soho,Manhattan,/photos/buildings/7413150170482175696.jpg
3095,3250,2.0,1,850,5,3.0,116,0,0,0,0,0,0,0,0,Upper West Side,Manhattan,/photos/entrance/1370.jpg
10058,5700,2.0,2,1176,12,2.0,7,0,1,0,0,0,0,0,0,Chelsea,Manhattan,/photos/flat_plans/3401773310339036514.jpg
1861,7246,2.0,2,1080,1,10.0,89,1,0,0,0,0,0,0,0,Upper West Side,Manhattan,/photos/entrance/927.jpg
1034,5688,2.0,2,1260,7,7.0,39,1,0,0,0,0,0,0,0,Upper East Side,Manhattan,/photos/entrance/249.jpg
2450,6350,1.0,2,1352,1,2.0,126,1,0,0,0,0,0,0,0,Tribeca,Manhattan,/photos/interior/5083294490281096220.jpg
6690,2800,0.0,1,351,1,2.0,29,0,0,0,0,0,0,0,0,Midtown West,Manhattan,/photos/entrance/1028.jpg
583,5740,1.0,1,761,5,15.0,6,1,0,0,0,0,0,0,0,Upper West Side,Manhattan,/photos/windows/1187.jpg
4717,3500,2.0,2,1031,3,6.0,13,0,0,0,0,0,0,0,0,Central Harlem,Manhattan,/photos/windows/190.jpg
11262,12500,3.0,3,2500,5,6.0,96,0,0,0,0,0,0,0,0,Midtown West,Manhattan,/photos/interior/7723634849942087971.jpg
6266,2695,0.0,1,625,9,7.0,8,1,1,1,0,0,1,0,0,Midtown West,Manhattan,/photos/flat_plans/7523614560158622781.jpg
7236,2895,0.0,1,506,2,18.0,41,0,0,0,1,1,0,0,0,Upper East Side,Manhattan,/photos/interior/2769169865504919583.jpg
4725,16500,2.0,2,1895,9,4.0,1,0,0,0,0,0,0,0,0,Chelsea,Manhattan,/photos/interior/1674904129398617920.jpg
4937,5000,1.0,1,764,2,20.0,38,1,0,1,1,0,1,0,0,Midtown West,Manhattan,/photos/interior/4466453343714973702.jpg
574,6600,2.0,2,1100,2,12.0,92,1,0,0,0,0,0,0,0,Upper West Side,Manhattan,/photos/buildings/4584576269873728257.jpg
7665,3490,2.0,2,800,6,4.0,106,0,0,0,1,0,0,0,0,Gramercy Park,Manhattan,/photos/interior/4930877717206094333.jpg
10770,4800,2.0,2,1000,3,8.0,96,0,0,0,1,1,0,0,0,Midtown South,Manhattan,/photos/buildings/3397452218626513344.jpg
3136,4050,1.0,1,805,11,20.0,15,1,0,0,0,0,0,0,0,Upper East Side,Manhattan,/photos/interior/671974531534061519.jpg
750,5850,1.0,1,752,3,33.0,6,1,0,0,0,0,0,0,0,Chelsea,Manhattan,/photos/interior/6256506035369890747.jpg
7782,2300,1.0,1,650,3,3.0,76,0,0,0,0,0,0,0,0,Upper West Side,Manhattan,/photos/flat_plans/7799910987845148134.jpg
2660,3275,0.0,1,480,4,9.0,86,0,0,0,0,0,0,0,0,Chelsea,Manhattan,/photos/interior/722469890678130672.jpg
4674,4095,1.0,1,713,4,9.0,19,1,0,0,0,0,1,0,0,Upper East Side,Manhattan,/photos/entrance/1276.jpg
3595,2995,2.0,1,800,3,2.0,106,0,0,0,0,0,0,0,0,Midtown West,Manhattan,/photos/entrance/832.jpg
5881,5900,2.0,2,1076,5,11.0,30,0,0,0,0,0,0,0,0,Upper East Side,Manhattan,/photos/flat_plans/4400537891763654524.jpg
10368,3920,1.0,1,718,4,4.0,16,1,1,1,1,1,1,0,1,Chelsea,Manhattan,/photos/buildings/5550982215311434540.jpg
76,4795,1.0,1,707,7,10.0,16,0,1,0,1,1,0,0,1,Upper West Side,Manhattan,/photos/interior/7150952107647056500.jpg
8862,3800,1.0,1,600,2,14.0,9,1,0,0,0,0,0,0,0,Financial District,Manhattan,/photos/entrance/285.jpg
3978,12500,3.0,3,1833,5,14.0,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan,/photos/interior/2763962227077016369.jpg
17,5000,1.0,1,805,4,4.0,9,0,1,1,1,1,1,0,1,Flatiron,Manhattan,/photos/flat_plans/3484233115074017315.jpg
4630,4365,0.0,1,619,3,37.0,6,1,0,0,0,0,0,0,0,Chelsea,Manhattan,/photos/flat_plans/4151029793316049064.jpg
10804,3950,1.0,1,899,1,3.0,112,1,0,0,0,0,0,0,0,Financial District,Manhattan,/photos/flat_plans/3036243859361690165.jpg
5030,4000,1.0,1,740,2,17.0,14,1,0,0,0,0,0,0,0,Midtown South,Manhattan,/photos/interior/7556803667582660035.jpg
3200,3905,1.0,1,809,7,26.0,39,1,0,0,0,0,0,0,0,Upper East Side,Manhattan,/photos/interior/8502694783052090641.jpg
461,4000,1.0,1,700,3,4.0,62,0,0,1,1,1,0,0,0,West Village,Manhattan,/photos/flat_plans/4674656211925031508.jpg
874,2750,0.0,1,475,1,5.0,25,0,0,0,0,1,0,0,1,Upper West Side,Manhattan,/photos/interior/7280306956318375503.jpg
9903,3631,1.0,1,707,3,1.0,71,1,0,0,0,0,0,0,0,Stuyvesant Town/PCV,Manhattan,/photos/flat_plans/7740305123037025658.jpg
9566,2095,0.0,1,410,8,2.0,106,0,0,0,1,1,0,0,0,Midtown West,Manhattan,/photos/buildings/4418839914415682911.jpg
7532,7995,2.0,2,852,3,6.0,106,0,0,0,0,0,0,0,0,Soho,Manhattan,/photos/entrance/1022.jpg
8562,2995,0.0,1,579,4,2.0,55,0,1,0,1,1,0,1,1,Upper West Side,Manhattan,/photos/flat_plans/5910723519835091089.jpg
137,18450,2.0,2,830,2,7.0,29,1,1,1,1,1,1,0,1,Upper East Side,Manhattan,/photos/windows/677.jpg
919,4250,1.0,1,800,13,46.0,9,1,0,0,0,0,0,0,0,Midtown West,Manhattan,/photos/buildings/2262869259436918496.jpg
4111,4995,1.0,1,972,7,10.0,6,0,0,1,0,0,0,0,0,Gramercy Park,Manhattan,/photos/windows/1301.jpg
10528,4200,0.0,1,530,1,17.0,90,0,0,0,0,1,0,0,0,Chelsea,Manhattan,/photos/entrance/1278.jpg
210,4300,1.0,1,700,5,9.0,37,0,0,0,1,1,1,0,0,Upper West Side,Manhattan,/photos/buildings/6852675906804442982.jpg
1543,14000,2.0,2,2000,4,55.0,33,0,0,0,1,1,0,0,0,Midtown,Manhattan,/photos/flat_plans/979311149010308593.jpg
1432,8250,2.0,2,1406,4,3.0,11,0,0,0,1,1,1,0,1,Soho,Manhattan,/photos/buildings/2886890336768251087.jpg
2069,3950,1.0,1,750,2,2.0,106,0,0,1,1,1,0,0,0,Chelsea,Manhattan,/photos/entrance/204.jpg
10349,5995,1.0,2,1815,4,1.0,96,0,0,0,1,1,0,0,1,Financial District,Manhattan,/photos/interior/4611017815459412136.jpg
9154,4785,1.0,1,823,5,17.0,44,1,0,0,0,0,0,0,0,Midtown East,Manhattan,/photos/flat_plans/2036094058323488089.jpg
6221,4800,2.0,2,1150,12,35.0,27,1,1,0,1,1,1,1,1,Midtown East,Manhattan,/photos/windows/838.jpg
3610,3595,1.0,1,620,11,9.0,31,1,0,0,0,0,0,0,0,Upper East Side,Manhattan,/photos/interior/949409256131785381.jpg
6352,4500,2.0,2,1041,10,6.0,27,0,0,0,0,1,1,0,0,Midtown East,Manhattan,/photos/entrance/621.jpg
3560,5415,1.0,1,767,2,29.0,8,1,0,0,0,0,0,0,0,Midtown South,Manhattan,/photos/flat_plans/4349208024704163682.jpg
2524,5500,1.0,1,1145,4,2.0,11,0,0,0,1,1,0,0,1,Soho,Manhattan,/photos/interior/1027132475014129812.jpg
