rental_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough,photo_url
10312,1900,1.0,1,678,5,4.0,64,1,0,0,0,0,0,0,0,Rego Park,Queens,/photos/flat_plans/5935037424531728648.jpg
6623,2450,2.0,2,1200,10,2.0,76,0,0,0,0,0,0,0,0,Kew Gardens,Queens,/photos/interior/6395195299983290536.jpg
4281,1700,1.0,1,575,12,3.0,16,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/windows/1303.jpg
3369,1995,1.0,1,600,14,1.0,68,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/flat_plans/798298954710101236.jpg
9365,1800,1.0,1,700,1,3.0,87,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/buildings/6186336666201514463.jpg
4975,1600,0.0,1,490,3,1.0,66,1,0,0,0,0,0,0,0,Rego Park,Queens,/photos/entrance/242.jpg
8545,1835,1.0,1,600,4,10.0,86,1,0,0,0,0,0,0,0,Sunnyside,Queens,/photos/flat_plans/9155024342193446857.jpg
5208,1625,1.0,1,815,4,7.0,52,0,0,0,0,0,0,0,0,Jamaica Estates,Queens,/photos/interior/7506089387794057269.jpg
11320,3450,1.0,1,800,6,9.0,9,1,0,1,1,1,0,0,0,Long Island City,Queens,/photos/buildings/6587925182526920244.jpg
4997,1625,1.0,1,620,18,4.0,85,1,0,0,0,0,0,0,0,Queens Village,Queens,/photos/windows/639.jpg
5614,3275,1.0,1,630,6,15.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/entrance/265.jpg
7546,2500,1.0,1,700,15,4.0,116,0,0,1,1,1,0,0,0,Astoria,Queens,/photos/entrance/918.jpg
2928,3410,1.0,1,759,6,5.0,3,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/interior/4675824120870322615.jpg
3374,1650,1.0,1,750,4,1.0,90,0,0,0,0,0,0,0,0,Woodhaven,Queens,/photos/interior/601714399261708336.jpg
86,2050,0.0,1,500,11,6.0,3,1,0,0,0,0,0,0,0,Astoria,Queens,/photos/entrance/72.jpg
6547,1850,2.0,1,900,3,3.0,86,0,0,0,0,0,0,0,0,Ridgewood,Queens,/photos/buildings/2856970212630963590.jpg
9693,2295,1.0,1,863,11,3.0,8,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/interior/5279375085590698628.jpg
8969,1700,1.0,1,550,2,27.0,87,0,0,0,0,0,0,0,0,Sunnyside,Queens,/photos/flat_plans/669818734925317711.jpg
7009,2595,1.0,1,752,9,1.0,3,1,0,0,0,0,0,0,0,Astoria,Queens,/photos/flat_plans/4811789945232708635.jpg
8534,2695,2.0,1,800,10,1.0,94,1,0,0,0,0,0,0,0,Astoria,Queens,/photos/windows/677.jpg
9005,1550,1.0,1,710,4,2.0,21,0,0,0,0,0,0,0,0,Rego Park,Queens,/photos/flat_plans/4446273472779150241.jpg
6303,2550,1.0,1,650,9,3.0,3,1,0,0,0,0,0,0,0,Astoria,Queens,/photos/interior/4621500603730575061.jpg
4787,3300,1.0,1,787,43,4.0,5,0,0,0,1,0,0,0,0,Long Island City,Queens,/photos/interior/4905871914680228352.jpg
5616,2955,1.0,1,630,6,16.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/flat_plans/566793309528900695.jpg
7371,1575,1.0,1,770,1,3.0,60,0,0,0,0,0,0,0,0,Jamaica Estates,Queens,/photos/entrance/1338.jpg
7883,3795,2.0,2,911,1,3.0,85,0,0,0,1,1,1,0,0,Long Island City,Queens,/photos/entrance/754.jpg
5779,2550,1.0,1,750,3,16.0,6,0,0,0,0,0,0,0,0,Flushing,Queens,/photos/flat_plans/6733763652771807358.jpg
2815,2750,2.0,2,1000,6,1.0,116,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/windows/869.jpg
1969,2825,1.0,1,651,9,6.0,3,1,0,0,0,0,0,0,0,Astoria,Queens,/photos/windows/974.jpg
1094,2995,1.0,1,700,2,2.0,9,1,1,1,0,0,1,0,1,Long Island City,Queens,/photos/entrance/270.jpg
6803,2550,2.0,1,985,9,3.0,85,0,0,0,0,0,0,1,0,Sunnyside,Queens,/photos/interior/3564327471183650799.jpg
3823,2650,0.0,1,518,6,3.0,85,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/entrance/380.jpg
8687,2395,1.0,1,700,4,3.0,9,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/entrance/601.jpg
7982,1741,0.0,1,487,27,4.0,12,1,0,0,0,0,0,0,0,Kew Gardens Hills,Queens,/photos/interior/6127942595355779317.jpg
9416,4850,2.0,2,1225,2,8.0,96,0,0,0,0,0,0,0,0,Long Island City,Queens,/photos/interior/7569258632819290641.jpg
2639,1950,1.0,1,850,7,3.0,61,0,0,0,0,0,0,0,0,Sunnyside,Queens,/photos/entrance/64.jpg
1107,2650,1.0,1,985,5,5.0,71,0,0,0,0,0,0,0,0,Rego Park,Queens,/photos/flat_plans/3394796234949686575.jpg
8909,1950,1.0,1,950,1,3.0,83,0,0,0,0,0,0,0,0,Forest Hills,Queens,/photos/flat_plans/1800608435845278064.jpg
5059,2150,1.0,1,800,3,3.0,80,0,0,0,0,0,0,0,0,Sunnyside,Queens,/photos/flat_plans/8066557145838686358.jpg
1970,3500,1.0,1,988,9,7.0,3,1,0,0,0,0,0,0,0,Astoria,Queens,/photos/flat_plans/6498512032260147078.jpg
8863,1465,1.0,1,470,2,2.0,85,0,0,0,0,0,0,0,0,Sunnyside,Queens,/photos/entrance/1132.jpg
5810,2300,2.0,1,1020,5,1.0,65,0,0,0,0,0,0,0,0,Kew Gardens,Queens,/photos/interior/1901101126851292127.jpg
9643,2100,1.0,1,500,2,3.0,86,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/interior/2739649903627462301.jpg
9047,3700,3.0,2,1600,4,4.0,20,1,0,0,0,0,0,0,0,Forest Hills,Queens,/photos/interior/1212712431080198185.jpg
3185,2870,1.0,1,673,3,24.0,16,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/flat_plans/8196154857207251153.jpg
8025,2395,1.0,1,600,9,2.0,3,1,0,0,0,0,0,0,0,Astoria,Queens,/photos/entrance/140.jpg
409,4199,4.0,3,1500,2,1.0,86,1,0,0,0,0,0,0,0,Ridgewood,Queens,/photos/entrance/671.jpg
1220,3200,4.0,1,1260,1,1.0,86,1,0,0,0,0,0,0,0,Ridgewood,Queens,/photos/entrance/1080.jpg
5458,2395,1.0,1,700,9,3.0,3,1,0,0,0,0,0,0,0,Astoria,Queens,/photos/flat_plans/1800608435845278064.jpg
8235,1700,1.0,1,600,17,14.0,20,1,0,0,0,0,0,0,0,Forest Hills,Queens,/photos/interior/7937845917346704413.jpg
3834,5700,2.0,2,1194,1,7.0,6,0,1,1,1,1,0,1,1,Long Island City,Queens,/photos/entrance/669.jpg
4342,4100,2.0,2,1202,2,3.0,4,1,0,0,1,1,0,0,1,Long Island City,Queens,/photos/interior/7973622248943842253.jpg
11009,1600,1.0,1,650,0,3.0,95,1,0,0,0,0,0,0,0,Ridgewood,Queens,/photos/windows/498.jpg
5650,4475,2.0,2,953,6,19.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/windows/1261.jpg
1971,3500,1.0,1,996,9,7.0,3,1,0,0,0,0,0,0,0,Astoria,Queens,/photos/entrance/616.jpg
9437,1900,2.0,1,900,2,3.0,16,0,0,0,0,0,0,0,0,Forest Hills,Queens,/photos/interior/1085534526533916389.jpg
5944,2495,3.0,1,1400,2,1.0,13,0,0,0,0,0,0,0,0,Forest Hills,Queens,/photos/interior/225173259057663562.jpg
10311,2350,2.0,1,1073,14,3.0,61,1,0,0,0,0,0,0,0,Forest Hills,Queens,/photos/interior/2556407241942060154.jpg
7764,2000,1.0,1,708,10,2.0,55,1,0,0,0,0,0,0,0,Sunnyside,Queens,/photos/flat_plans/4463376075789126496.jpg
5185,2700,1.0,1,720,9,7.0,4,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/entrance/203.jpg
10846,2300,2.0,1,800,5,1.0,91,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/flat_plans/6877436420213301759.jpg
4311,1550,0.0,1,350,1,1.0,86,0,0,0,0,0,0,0,0,Sunnyside,Queens,/photos/interior/1474328760097581979.jpg
9084,2950,0.0,1,552,5,12.0,4,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/flat_plans/5679853988626712098.jpg
4902,1250,0.0,1,410,1,3.0,60,0,0,0,0,0,0,0,0,Jamaica Estates,Queens,/photos/interior/3265257029891506581.jpg
7575,3500,1.0,1,1178,2,5.0,96,1,0,0,1,1,0,0,1,Long Island City,Queens,/photos/interior/5823559837080889396.jpg
4333,2550,2.0,1,975,9,4.0,85,0,0,0,0,0,0,0,0,Sunnyside,Queens,/photos/windows/1211.jpg
9318,4450,2.0,2,1050,3,29.0,20,0,1,0,0,0,1,0,0,Long Island City,Queens,/photos/windows/522.jpg
5617,5575,3.0,2,1023,6,14.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/buildings/2584677242006676175.jpg
4995,2795,2.0,2,1126,8,3.0,93,0,1,0,1,1,0,0,1,Kew Gardens,Queens,/photos/windows/1042.jpg
11004,1825,1.0,1,680,13,2.0,52,1,0,0,0,0,0,0,0,Jackson Heights,Queens,/photos/entrance/923.jpg
7250,2225,2.0,1,750,5,2.0,85,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/interior/5699532907555186707.jpg
2006,2950,1.0,1,850,3,1.0,6,0,0,0,0,0,0,0,0,Flushing,Queens,/photos/entrance/510.jpg
7452,1590,1.0,1,700,7,5.0,51,0,0,0,0,0,0,0,0,Woodside,Queens,/photos/entrance/5.jpg
7786,2050,2.0,1,900,16,2.0,75,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/flat_plans/8905253789082295243.jpg
2980,2800,2.0,1,1100,43,2.0,7,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/buildings/3718589084829982937.jpg
2177,2600,1.0,1,1031,5,2.0,71,0,0,0,0,0,0,0,0,Rego Park,Queens,/photos/interior/5013354795538680564.jpg
10619,2700,2.0,1,800,8,1.0,86,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/entrance/36.jpg
3213,4085,2.0,2,913,6,19.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/flat_plans/380021361728898359.jpg
4218,2200,0.0,1,600,3,3.0,88,0,0,0,0,0,0,0,0,Long Island City,Queens,/photos/windows/422.jpg
11256,2498,2.0,1,784,27,5.0,12,1,0,0,0,0,0,0,0,Kew Gardens Hills,Queens,/photos/flat_plans/5769089694499291283.jpg
248,2650,0.0,1,550,9,25.0,2,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/windows/1071.jpg
6222,1450,1.0,1,575,1,7.0,61,0,0,0,0,0,0,0,0,Jamaica Estates,Queens,/photos/flat_plans/8332110454386206571.jpg
8003,3325,1.0,1,629,6,16.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/interior/5537831243730080443.jpg
8766,1500,1.0,1,650,3,4.0,86,0,0,0,0,0,0,0,0,Ridgewood,Queens,/photos/entrance/729.jpg
9690,2750,2.0,1,800,8,1.0,86,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/interior/8152016773956122794.jpg
10731,2745,1.0,1,700,1,6.0,2,1,0,0,0,0,0,0,0,Forest Hills,Queens,/photos/windows/921.jpg
3364,3911,2.0,2,913,6,18.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/buildings/3072956846368718274.jpg
8354,2535,1.0,1,615,9,5.0,3,1,0,0,0,0,0,0,0,Astoria,Queens,/photos/buildings/5408549726269046259.jpg
5566,2250,2.0,1,750,5,2.0,92,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/flat_plans/7975013897127718431.jpg
2430,1350,0.0,1,450,8,4.0,54,0,0,0,1,0,0,0,0,Elmhurst,Queens,/photos/entrance/1123.jpg
3186,2907,1.0,1,706,3,5.0,16,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/interior/7717954237395707420.jpg
5257,2550,2.0,2,850,7,2.0,86,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/interior/6001468728211292548.jpg
4559,1950,1.0,1,715,10,1.0,84,1,1,0,1,1,1,1,1,Kew Gardens,Queens,/photos/flat_plans/5372609863610989112.jpg
8928,2800,1.0,1,640,2,11.0,9,0,0,0,0,0,1,0,0,Long Island City,Queens,/photos/entrance/919.jpg
5985,3400,2.0,2,1400,4,3.0,22,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/flat_plans/7476035453600882674.jpg
10961,2400,2.0,1,969,3,2.0,75,1,0,0,0,0,0,0,0,Rego Park,Queens,/photos/buildings/111880740228784401.jpg
8776,1400,0.0,1,600,7,3.0,89,0,0,0,0,0,0,0,0,Kew Gardens,Queens,/photos/flat_plans/6826269419913451499.jpg
11154,1725,1.0,1,720,2,2.0,14,0,0,0,0,0,0,0,0,Forest Hills,Queens,/photos/windows/149.jpg
4382,2800,2.0,2,1000,9,1.0,101,1,0,0,0,0,0,0,0,Astoria,Queens,/photos/windows/344.jpg
7149,1700,1.5,1,600,3,2.0,86,0,0,0,0,0,0,0,0,Ridgewood,Queens,/photos/flat_plans/2789418616042163912.jpg
7282,2275,0.0,1,500,43,5.0,5,0,0,0,1,0,0,0,0,Long Island City,Queens,/photos/flat_plans/5451147040570460390.jpg
8520,2600,1.0,1,705,6,2.0,8,0,0,0,0,0,1,0,0,Astoria,Queens,/photos/interior/8212919845077871614.jpg
325,2500,2.0,1,680,3,11.0,88,0,0,0,0,0,0,0,0,Long Island City,Queens,/photos/interior/4490335399765455341.jpg
3636,2000,1.0,1,650,3,6.0,85,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/flat_plans/1243018098189918456.jpg
6571,3800,2.0,0,1047,10,12.0,6,1,0,0,0,0,0,0,0,Astoria,Queens,/photos/buildings/2625984262717517812.jpg
1952,3160,1.0,1,721,6,20.0,3,0,0,0,0,0,0,0,0,Long Island City,Queens,/photos/interior/1907322390858563646.jpg
11166,2650,1.0,1,875,8,16.0,56,1,1,1,0,1,1,0,0,Forest Hills,Queens,/photos/buildings/221425412662398658.jpg
112,1750,1.0,1,720,2,2.0,15,0,1,0,1,1,1,0,0,Forest Hills,Queens,/photos/flat_plans/5534183829027881145.jpg
2399,2000,1.0,1,900,4,3.0,70,0,0,0,0,0,0,0,0,Rego Park,Queens,/photos/interior/4655003763642408732.jpg
10793,1750,1.0,1,685,17,3.0,57,1,0,0,0,0,0,0,0,Flushing,Queens,/photos/flat_plans/3554459863165680126.jpg
9038,1750,1.0,1,850,3,4.0,75,0,0,0,0,0,0,0,0,Rego Park,Queens,/photos/interior/1139663211691109345.jpg
10628,1995,2.0,1,850,37,5.0,53,1,0,0,0,0,0,0,0,Queens Village,Queens,/photos/entrance/911.jpg
6697,1550,1.0,1,600,3,2.0,87,0,0,0,0,0,0,0,0,Sunnyside,Queens,/photos/flat_plans/6381300981512363555.jpg
5278,3300,2.0,1,858,10,6.0,6,1,0,0,0,0,0,0,0,Astoria,Queens,/photos/windows/300.jpg
10889,2200,2.0,2,1200,1,2.0,76,0,0,0,0,0,0,0,0,Rego Park,Queens,/photos/flat_plans/4369171400945158616.jpg
5648,2535,1.0,1,575,9,5.0,3,1,0,0,0,0,0,0,0,Astoria,Queens,/photos/interior/9139210904176546505.jpg
10612,2300,0.0,1,484,5,6.0,10,0,1,0,0,0,1,0,0,Long Island City,Queens,/photos/buildings/2176772104263089568.jpg
9419,3139,1.0,1,706,3,18.0,16,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/buildings/3244156503287587303.jpg
5894,1950,1.0,1,480,10,2.0,1,1,0,0,0,0,0,0,0,Ridgewood,Queens,/photos/flat_plans/498958201789429325.jpg
6948,1925,0.0,1,460,2,1.0,9,0,0,0,0,0,1,1,0,Astoria,Queens,/photos/flat_plans/6920461158066279020.jpg
8183,1650,1.0,1,750,4,1.0,20,0,0,0,0,0,0,0,0,Kew Gardens,Queens,/photos/windows/645.jpg
4246,2350,2.0,2,850,10,2.0,9,1,0,0,0,0,0,0,0,Ridgewood,Queens,/photos/interior/7921483163703498998.jpg
5865,2600,2.0,1,1000,3,6.0,13,1,0,0,0,0,0,0,0,Forest Hills,Queens,/photos/entrance/299.jpg
10343,1800,1.0,1,800,12,3.0,65,0,0,0,0,0,0,0,0,Jackson Heights,Queens,/photos/buildings/6927035835592602027.jpg
2011,1475,0.0,1,448,12,3.0,60,1,1,0,1,1,1,0,1,Forest Hills,Queens,/photos/interior/3717864739939201849.jpg
5895,3300,1.0,1,762,10,7.0,8,1,1,0,1,1,0,0,1,Long Island City,Queens,/photos/interior/4703500512692897780.jpg
9876,2200,1.0,1,665,27,4.0,12,1,0,0,0,0,0,0,0,Kew Gardens Hills,Queens,/photos/entrance/511.jpg
8260,1475,0.0,0,380,1,3.0,86,0,0,0,0,0,0,0,0,Sunnyside,Queens,/photos/interior/1507225397864241805.jpg
8164,3495,1.0,1,985,9,7.0,3,1,0,0,0,0,0,0,0,Astoria,Queens,/photos/flat_plans/6033975103815396396.jpg
3204,3000,1.0,1,629,6,19.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/interior/159955308802227335.jpg
6380,2200,1.0,1,487,3,4.0,6,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/interior/233478963633624917.jpg
3853,3200,1.0,1,875,3,10.0,20,0,0,0,0,0,0,0,0,Long Island City,Queens,/photos/interior/8758101272863455357.jpg
8684,1850,1.0,1,550,2,2.0,98,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/interior/8197416571911679546.jpg
1968,2800,1.0,1,591,9,6.0,3,1,0,0,0,0,0,0,0,Astoria,Queens,/photos/interior/1041051549930574281.jpg
1965,2650,1.0,1,648,9,5.0,3,1,0,0,0,0,0,0,0,Astoria,Queens,/photos/flat_plans/3131855552623860605.jpg
7413,2350,2.0,2,1250,8,5.0,54,0,0,0,0,0,0,0,0,Rego Park,Queens,/photos/interior/5256117581652884616.jpg
9390,1650,1.0,1,809,18,1.0,53,1,0,0,1,0,0,0,0,Flushing,Queens,/photos/windows/1069.jpg
4755,1600,0.0,1,650,12,1.0,60,1,0,1,0,0,0,0,0,Kew Gardens,Queens,/photos/buildings/1990512121986941897.jpg
4096,1650,1.0,1,820,2,3.0,87,0,0,0,0,0,0,0,0,Sunnyside,Queens,/photos/interior/1246480172103068645.jpg
2646,1500,1.0,1,621,6,4.0,13,0,0,0,0,0,0,0,0,Briarwood,Queens,/photos/flat_plans/7025684522374857644.jpg
8454,3950,2.0,2,1100,6,6.0,2,0,0,0,0,0,0,0,0,Long Island City,Queens,/photos/interior/2325013187422731962.jpg
5605,1625,0.0,1,550,2,4.0,74,0,0,0,0,0,0,0,0,Sunnyside,Queens,/photos/interior/207284745292456252.jpg
9382,1800,0.0,1,588,5,8.0,56,1,0,0,0,0,0,0,0,Rego Park,Queens,/photos/flat_plans/1518581799890662145.jpg
839,2175,2.0,2,1000,2,4.0,14,0,0,0,0,0,0,0,0,Forest Hills,Queens,/photos/interior/3162830441843575504.jpg
629,3350,1.0,1,600,4,7.0,86,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/entrance/916.jpg
4158,2950,3.0,2,1413,2,4.0,68,0,0,0,0,0,0,0,0,Rego Park,Queens,/photos/flat_plans/822063571426551125.jpg
3009,2499,3.0,1,800,10,1.0,88,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/entrance/195.jpg
3903,1800,1.0,1,850,1,2.0,57,0,0,0,0,0,0,0,0,Forest Hills,Queens,/photos/interior/3179055800718052055.jpg
5754,3125,1.0,1,691,6,3.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/flat_plans/6314524890256689359.jpg
5767,5350,3.0,2,1023,6,21.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/flat_plans/6610816530671883934.jpg
8312,2550,3.0,1,900,11,2.0,88,0,0,0,0,0,0,0,0,Jackson Heights,Queens,/photos/windows/653.jpg
8360,1350,1.0,1,400,18,4.0,85,1,0,0,0,0,0,0,0,Queens Village,Queens,/photos/interior/7316727891725718078.jpg
8461,2450,2.0,1,1111,3,5.0,62,0,0,0,0,0,0,0,0,Forest Hills,Queens,/photos/flat_plans/2378958468952096270.jpg
2922,4500,2.0,2,1285,3,3.0,9,1,1,0,0,0,1,1,0,Long Island City,Queens,/photos/flat_plans/383585474952906101.jpg
8993,1450,1.0,1,550,20,4.0,85,0,0,0,0,0,0,0,0,Flushing,Queens,/photos/interior/8212919845077871614.jpg
5761,3911,2.0,2,913,6,18.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/buildings/3072956846368718274.jpg
10246,1900,1.0,1,700,5,1.0,85,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/interior/4739939039707924828.jpg
4724,1350,0.0,1,350,10,3.0,66,0,0,0,0,0,0,0,0,Jackson Heights,Queens,/photos/entrance/741.jpg
8313,2850,3.0,1,900,11,2.0,52,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/buildings/894316450657812170.jpg
10579,2600,1.0,1,812,6,1.0,61,0,0,0,0,0,0,0,0,Flushing,Queens,/photos/interior/5612837720036492478.jpg
9281,1550,0.0,1,449,3,3.0,66,1,0,0,0,0,0,0,0,Rego Park,Queens,/photos/windows/890.jpg
7017,2750,1.0,1,570,9,6.0,3,1,0,0,0,0,0,0,0,Astoria,Queens,/photos/interior/2638376812149260016.jpg
7226,2200,0.0,1,500,3,7.0,88,0,0,0,0,0,0,0,0,Long Island City,Queens,/photos/interior/3316093142463157683.jpg
5380,3300,4.0,1,1100,1,3.0,51,0,0,0,0,0,0,0,0,Elmhurst,Queens,/photos/flat_plans/4891387595894896864.jpg
296,3300,3.0,1,1000,2,4.0,3,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/interior/1366842911419696974.jpg
6200,2200,2.0,2,800,2,1.0,86,0,0,0,0,0,0,0,0,Ridgewood,Queens,/photos/flat_plans/3083903558794258954.jpg
828,2725,0.0,1,537,6,3.0,85,1,0,0,0,0,0,0,0,Long Island City,Queens,/photos/buildings/1597084639548943140.jpg
1911,2900,1.0,1,786,1,5.0,10,0,0,0,0,0,0,0,0,Long Island City,Queens,/photos/flat_plans/3508822252771099986.jpg
7538,2550,2.0,1,700,9,2.0,15,0,0,0,0,0,0,0,0,Astoria,Queens,/photos/interior/8800478913893057781.jpg
1175,2700,1.0,1,699,14,7.0,9,1,1,0,0,0,0,0,0,Astoria,Queens,/photos/interior/5645383159453048481.jpg
5423,2200,1.0,1,1000,1,6.0,79,0,0,0,0,0,0,0,0,Forest Hills,Queens,/photos/windows/125.jpg
